Peter Pan,Walt Disney Pictures,United States of America
Peter Pan,Walt Disney Productions,United States of America
Ugetsu,Daiei Motion Picture Co.  Ltd.,Japan
Shane,Paramount,United States of America
The War of the Worlds,Paramount,United States of America
Tokyo Story,Shochiku Co.  Ltd.,Japan
Gentlemen Prefer Blondes,20th Century Fox,United States of America
Roman Holiday,Paramount,United States of America
How to Marry a Millionaire,20th Century Fox,United States of America
House of Wax,Bryan Foy Productions,United States of America
House of Wax,Warner Bros. Pictures,United States of America
The Wages of Fear,Compagnie Industrielle et Commerciale Cinématographique (CICC),United States of America
The Wages of Fear,Véra Films,France
The Wages of Fear,Fono Roma,United States of America
The Wages of Fear,Filmsonor,France
Summer with Monika,Svensk Filmindustri,Sweden
Stalag 17,Paramount,United States of America
The Robe,20th Century Fox,United States of America
Niagara,20th Century Fox,United States of America
The Big Heat,Columbia Pictures,United States of America
I Confess,Warner Bros. Pictures,United States of America
Calamity Jane,Warner Bros. Pictures,United States of America
From Here to Eternity,Columbia Pictures,United States of America
The Wild One,Stanley Kramer Productions,United States of America
I Vitelloni,Cité Films,United States of America
I Vitelloni,Peg-Films,United States of America
Pickup on South Street,20th Century Fox,United States of America
Monsieur Hulot's Holiday,Cady,United States of America
Monsieur Hulot's Holiday,Discina,United States of America
The Earrings of Madame De...,Rizzoli Film,United States of America
The Earrings of Madame De...,Franco London Films,United States of America
The Earrings of Madame De...,Indusfilms,United States of America
Mogambo,Metro-Goldwyn-Mayer,United States of America
Duck Amuck,Warner Bros. Pictures,United States of America
Duck Amuck,Warner Bros. Cartoons,United States of America
The Naked Spur,Loew's Incorporated,United States of America
The Naked Spur,Metro-Goldwyn-Mayer,United States of America
Kiss Me Kate,Metro-Goldwyn-Mayer,United States of America
The Beast from 20 000 Fathoms,Jack Dietz Productions,United States of America
The Beast from 20 000 Fathoms,Warner Bros. Pictures,United States of America
Hondo,Batjac Productions,United States of America
Hondo,Wayne-Fellows Productions,United States of America
Hondo,Warner Bros. Pictures,United States of America
The Band Wagon,Metro-Goldwyn-Mayer,United States of America
Duck Dodgers in the 24½th Century,Warner Bros. Pictures,United States of America
Fear and Desire,Stanley Kubrick Productions,United States of America
Invaders from Mars,Edward L. Alperson Productions,United States of America
Julius Caesar,Metro-Goldwyn-Mayer,United States of America
It Came from Outer Space,Universal International Pictures,United States of America
The Cruel Sea,Ealing Studios,United States of America
Angel Face,RKO Radio Pictures,United States of America
The Return of Don Camillo,Les Films Ariane,France
The Return of Don Camillo,Filmsonor,France
The Return of Don Camillo,Francinex,France
The Return of Don Camillo,Rizzoli Film,United States of America
The Return of Don Camillo,Amato Film,United States of America
Titanic,20th Century Fox,United States of America
Duck! Rabbit  Duck!,Warner Bros. Pictures,United States of America
El,Producciones Tepeyac,United States of America
The Hitch-Hiker,RKO Radio Pictures,United States of America
Gate of Hell,Daiei Motion Picture Co.  Ltd.,Japan
Houdini,Paramount,United States of America
Toto in Color,Lux Film,Italy
Knights of the Round Table,Metro-Goldwyn-Mayer,United States of America
Bread  Love and Dreams,BBDD Productions,Spain
Sawdust and Tinsel,Sandrews,Sweden
The Bigamist,The Filmakers,United States of America
The 5 000 Fingers of Dr. T.,Stanley Kramer Productions,United States of America
The 5 000 Fingers of Dr. T.,Columbia Pictures,United States of America
Beat the Devil,Rizzoli-Haggiag,United States of America
Beat the Devil,Romulus Films,United States of America
Beat the Devil,Santana Pictures Corporation,United States of America
The Seafarers,Seafarers International Union  Atlantic & Gulf Coast District  American Federation of Labor,United States of America
The Seafarers,Lester Cooper Productions,United States of America
The Seafarers,Pietrzak Filmways,United States of America
Escape from Fort Bravo,Metro-Goldwyn-Mayer,United States of America
The Man Between,London Film Productions,United States of America
Welcome Mr. Marshall!,Unión Industrial Cinematográfica,United States of America
The Blue Gardenia,Blue Gardenia Productions,United States of America
The Blue Gardenia,Warner Bros. Pictures,United States of America
Abbott and Costello Go to Mars,Universal International Pictures,United States of America
The Simple Things,Walt Disney Productions,United States of America
Zipping Along,Warner Bros. Pictures,United States of America
Donovan's Brain,Dowling Productions,United States of America
Botany Bay,Paramount,United States of America
The Desert Rats,20th Century Fox,United States of America
Mesa of Lost Women,Ron Ormond Productions,United States of America
Mesa of Lost Women,Howco Productions Inc.,United States of America
Man on a Tightrope,20th Century Fox,United States of America
Kiss Me Cat,Warner Bros. Pictures,United States of America
Glen or Glenda,Screen Classics (II),United States of America
A Geisha,Daiei Motion Picture Co.  Ltd.,Japan
Bully for Bugs,Warner Bros. Pictures,United States of America
Island in the Sky,Wayne-Fellows Productions,United States of America
Island in the Sky,Warner Bros. Pictures,United States of America
Two Little Indians,BBDD Productions,Spain
Split Second,RKO Radio Pictures,United States of America
Thunder Bay,Universal International Pictures,United States of America
White Mane,Films Montsouris,United States of America
The Long Memory,British Film-Makers,United States of America
The Long Memory,The Rank Organisation,United States of America
The Long Memory,Europa Films,United States of America
The Missing Mouse,Metro-Goldwyn-Mayer,United States of America
Robot Monster,Three Dimension Pictures,United States of America
Neapolitan Turk,Rosa Film,United States of America
Neapolitan Turk,Lux Film,Italy
Neapolitan Turk,Ponti-De Laurentiis Cinematografica,United States of America
99 River Street,Edward Small Productions,United States of America
99 River Street,United Artists,United States of America
Gun Fury,Columbia Pictures,United States of America
Lili,Loew's,United States of America
Lili,Metro-Goldwyn-Mayer,United States of America
Column South,Universal International Pictures,United States of America
Malta Story,J. Arthur Rank Organisation,United States of America
Malta Story,British Film-Makers,United States of America
Die Geschichte vom kleinen Muck,DEFA,Germany
Forward March Hare,BBDD Productions,Spain
The Three Musketeers,Titanus,Italy
The Three Musketeers,Pathé Consortium Cinéma,France
The Three Musketeers,P.A.C.,France
The Three Musketeers,Société Générale de Cinématographie (S.G.C.),United States of America
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Universal International Pictures,United States of America
The Stranger Wore a Gun,Scott-Brown Productions,United States of America
The Stranger Wore a Gun,Columbia Pictures,United States of America
The Living Desert,Walt Disney Productions,United States of America
The Caddy,Paramount,United States of America
The Caddy,York Pictures Corporation,United States of America
Jerry and Jumbo,Metro-Goldwyn-Mayer,United States of America
City Beneath the Sea,Universal International Pictures,United States of America
No Escape,Matthugh Productions,United States of America
Road to Bali,Bing Crosby Productions,United States of America
The Maze,BBDD Productions,Spain
How to Dance,Walt Disney Pictures,United States of America
The Glass Wall,Columbia Pictures,United States of America
Cow Country,Allied Artists Pictures,United States of America
Cow Country,Scott R. Dunlap Productions,United States of America
Johann Mouse,Loew's,United States of America
Johann Mouse,MGM Cartoon Studio,United States of America
Johann Mouse,Quimby-Hanna/Barbera,United States of America
Trouble Along the Way,Warner Bros. Pictures,United States of America
Pony Express,Nat Holt Productions,United States of America
Tumbleweed,Universal International Pictures,United States of America
Planet Outlaws,BBDD Productions,Spain
Project Moon Base,Galaxy Pictures Inc.,United States of America
Vicki,20th Century Fox,United States of America
Call Me Madam,20th Century Fox,United States of America
City That Never Sleeps,Republic Pictures,United States of America
The Moon Is Blue,Otto Preminger Films,United States of America
The Moon Is Blue,United Artists,United States of America
Blowing Wild,United States Pictures,United States of America
Scared Stiff,Paramount,United States of America
Scared Stiff,Wallis-Hazen,United States of America
Life with Tom,Metro-Goldwyn-Mayer,United States of America
Sadko,Mosfilm,Russia
The Limping Man,Banner Films Ltd.,United States of America
Money from Home,Paramount,United States of America
Money from Home,Hal Wallis Productions,United States of America
The Lone Hand,Universal International Pictures,United States of America
Genevieve,La Société des Films Sirius,United States of America
Genevieve,J. Arthur Rank Organisation,United States of America
The Tell-Tale Heart,United Productions of America (UPA),United States of America
Trouble in Store,BBDD Productions,Spain
Don's Fountain of Youth,Walt Disney Productions,United States of America
Little Fugitive,Little Fugitive Production Company,United States of America
By the Light of the Silvery Moon,Warner Bros. Pictures,United States of America
The System,Warner Bros. Pictures,United States of America
Rugged Bear,Walt Disney Productions,United States of America
The Titfield Thunderbolt,Michael Balcon Productions,United States of America
The Sun Shines Bright,Argosy Pictures,United States of America
Salome,Columbia Pictures,United States of America
The New Neighbor,Walt Disney Productions,United States of America
